Individual_ID,Age,Education_Years,Work_Experience,City_Category,Remote_Work_Days,Household_Size,Savings_Rate,Annual_Income
ID-03423,45,20,19,Rural,0,5,0.135,81735.37
ID-03424,57,16,35,Suburban,4,3,0.2229,114180.91
ID-03425,37,14,17,Urban,3,2,0.1689,99150.8
ID-03426,50,18,26,Rural,1,5,0.2289,97033.57
ID-03427,29,12,11,Suburban,1,1,0.1747,76810.8
ID-03428,32,14,12,Urban,3,1,0.1536,97970.35
ID-03429,58,14,38,Suburban,5,1,0.3221,115953.64
ID-03430,56,14,36,Suburban,0,4,0.1688,125377.14
ID-03431,19,16,0,Suburban,1,1,0.183,68876.81
ID-03432,46,18,22,Rural,3,4,0.2236,86989.69
ID-03433,58,20,32,Suburban,1,4,0.1933,136935.14
ID-03434,27,12,9,Rural,4,2,0.234,46588.28
ID-03435,19,20,0,Suburban,5,1,0.2122,80899.15
ID-03436,28,20,2,Urban,1,5,0.0937,104164.18
ID-03437,30,12,12,Suburban,5,4,0.2109,77665.95
ID-03438,27,14,7,Urban,5,2,0.2656,87508.94
ID-03439,31,18,7,Urban,4,4,0.1429,99978.3
ID-03440,35,16,13,Suburban,5,5,0.1161,80376.11
ID-03441,26,18,2,Suburban,4,5,0.1609,84947.68
ID-03442,56,18,32,Urban,1,1,0.2044,138994.34
ID-03443,45,16,23,Urban,1,4,0.1966,123485.39
ID-03444,20,12,2,Urban,5,5,0.2224,64245.43
ID-03445,37,16,15,Rural,4,3,0.1523,68276.98
ID-03446,23,12,5,Urban,1,5,0.1995,83801.56
ID-03447,44,16,22,Suburban,5,5,0.2325,100925.82
ID-03448,19,18,0,Suburban,0,4,0.1741,73643.57
ID-03449,46,16,24,Urban,2,5,0.1648,115646.23
ID-03450,55,20,29,Urban,2,2,0.1472,147920.95
ID-03451,20,16,0,Urban,3,5,0.0932,81683.72
ID-03452,33,18,9,Rural,5,3,0.1095,68714.35
ID-03453,47,16,25,Suburban,2,5,0.1165,104915.66
ID-03454,57,20,31,Suburban,0,1,0.2832,121473.12
ID-03455,19,18,0,Suburban,5,4,0.1599,76499.57
ID-03456,34,12,16,Urban,2,3,0.2861,89018.12
ID-03457,58,20,32,Urban,2,2,0.2264,150268.06
ID-03458,29,16,7,Rural,0,5,0.1022,67673.57
ID-03459,52,12,34,Rural,4,5,0.1921,89777.64
ID-03460,60,16,38,Suburban,2,2,0.2413,120460.86
ID-03461,18,18,0,Suburban,3,5,0.1835,70240.6
ID-03462,62,16,40,Urban,2,1,0.1902,149534.01
ID-03463,32,14,12,Urban,2,3,0.2264,89879.52
ID-03464,43,18,19,Suburban,0,5,0.1404,101849.51
ID-03465,54,18,30,Rural,0,2,0.2126,91100.65
ID-03466,38,16,16,Urban,5,2,0.2274,103476.15
ID-03467,48,12,30,Urban,3,3,0.1792,122384.02
ID-03468,42,14,22,Urban,1,1,0.2166,112459.78
ID-03469,40,18,16,Urban,0,3,0.1835,112819.93
ID-03470,41,18,17,Suburban,1,5,0.2008,109163.16
ID-03471,55,14,35,Rural,3,1,0.2257,91385.45
ID-03472,45,14,25,Rural,2,1,0.1801,77602.97
ID-03473,38,12,20,Rural,5,2,0.2573,52252.94
ID-03474,60,18,36,Suburban,2,1,0.2227,118379.6
ID-03475,35,12,17,Urban,5,5,0.2125,95085.19
ID-03476,53,12,35,Rural,1,5,0.2596,94357.13
ID-03477,52,12,34,Urban,3,5,0.2314,132147.34
ID-03478,62,16,40,Rural,3,4,0.1644,94852.84
ID-03479,26,16,4,Suburban,0,1,0.212,64598.67
ID-03480,55,14,35,Urban,1,1,0.2176,130127.93
ID-03481,47,20,21,Suburban,5,5,0.1618,111101.91
ID-03482,61,12,43,Urban,0,2,0.268,132993.93
ID-03483,51,14,31,Urban,1,1,0.1495,119965.47
ID-03484,49,20,23,Urban,0,4,0.1714,149780.72
ID-03485,20,16,0,Rural,0,1,0.149,52049.89
ID-03486,20,16,0,Suburban,3,3,0.1062,65895.87
ID-03487,45,12,27,Urban,3,4,0.1941,126451.53
ID-03488,61,18,37,Urban,2,2,0.1778,148546.36
ID-03489,32,16,10,Suburban,2,4,0.1933,78343.43
ID-03490,58,18,34,Urban,3,4,0.2943,143574.13
ID-03491,40,14,20,Suburban,3,1,0.188,88057.91
ID-03492,57,16,35,Suburban,0,4,0.2311,117625.56
ID-03493,28,18,4,Urban,2,5,0.177,98469.27
ID-03494,49,20,23,Urban,3,4,0.1832,136105.22
ID-03495,53,12,35,Suburban,1,1,0.2395,118539.33
ID-03496,50,18,26,Urban,1,5,0.1531,140603.23
ID-03497,41,14,21,Urban,2,2,0.2408,103244.72
ID-03498,56,16,34,Urban,1,3,0.1673,139048.98
ID-03499,51,14,31,Urban,5,4,0.2684,128815.17
ID-03500,45,16,23,Rural,0,5,0.1766,88934.26
ID-03501,54,14,34,Suburban,2,5,0.1628,103777.94
ID-03502,24,14,4,Suburban,5,2,0.1791,56714.44
ID-03503,21,12,3,Urban,3,2,0.0924,71469.83
ID-03504,54,12,36,Urban,5,3,0.1503,120891.29
ID-03505,18,20,0,Urban,1,3,0.1917,94268.95
ID-03506,18,20,0,Rural,0,1,0.2269,65095.4
ID-03507,64,18,40,Urban,3,3,0.1846,159713.81
ID-03508,37,14,17,Suburban,4,3,0.2508,82805.35
ID-03509,36,16,14,Urban,0,5,0.1654,100444.73
ID-03510,46,18,22,Rural,1,4,0.2051,83277.13
ID-03511,27,20,1,Rural,0,4,0.1865,62357.97
ID-03512,35,16,13,Urban,4,3,0.2615,104568.62
ID-03513,45,18,21,Suburban,4,1,0.2392,110252.48
ID-03514,52,20,26,Urban,0,1,0.1918,141359.59
ID-03515,60,18,36,Suburban,3,4,0.3318,127605.07
ID-03516,64,14,44,Urban,5,2,0.2112,147825.0
ID-03517,48,12,30,Urban,3,5,0.1988,125540.23
ID-03518,44,16,22,Urban,4,3,0.2106,113970.72
ID-03519,28,16,6,Rural,2,5,0.157,62935.31
ID-03520,55,14,35,Rural,2,3,0.2742,93382.32
ID-03521,22,14,2,Urban,3,3,0.1672,71851.51
ID-03522,25,18,1,Suburban,2,4,0.2074,69654.83
ID-03523,51,16,29,Urban,3,5,0.0639,130154.68
ID-03524,29,14,9,Urban,1,5,0.1856,99401.96
ID-03525,55,16,33,Rural,3,2,0.1882,90622.52
ID-03526,18,16,0,Urban,1,2,0.1716,79028.72
ID-03527,48,18,24,Suburban,5,5,0.1401,113278.67
ID-03528,21,12,3,Urban,4,2,0.1619,70927.4
ID-03529,62,18,38,Urban,2,2,0.2212,148035.23
ID-03530,22,16,0,Urban,5,3,0.1542,78010.85
ID-03531,47,12,29,Rural,5,4,0.2269,70719.27
ID-03532,41,18,17,Suburban,4,3,0.1942,97516.93
ID-03533,20,14,0,Urban,0,2,0.2018,77821.68
ID-03534,28,14,8,Rural,0,3,0.2268,47389.87
ID-03535,62,16,40,Rural,5,3,0.2648,92339.13
ID-03536,21,14,1,Urban,5,1,0.1519,78472.98
ID-03537,43,14,23,Urban,4,3,0.1731,109202.28
ID-03538,44,18,20,Urban,3,3,0.2742,130453.56
ID-03539,63,12,45,Urban,3,4,0.1671,136184.7
ID-03540,60,20,34,Suburban,2,5,0.189,128341.03
ID-03541,44,16,22,Urban,4,1,0.1859,115088.28
ID-03542,59,12,41,Urban,0,1,0.1662,132807.05
ID-03543,23,12,5,Urban,4,1,0.1786,76407.25
ID-03544,32,16,10,Urban,4,1,0.2428,93248.25
ID-03545,47,16,25,Suburban,2,4,0.1014,107960.43
ID-03546,59,12,41,Suburban,3,5,0.1832,108939.9
ID-03547,54,14,34,Urban,5,4,0.21,131161.99
ID-03548,54,18,30,Urban,0,1,0.2822,137391.08
ID-03549,59,12,41,Urban,2,5,0.1343,133232.72
ID-03550,54,18,30,Rural,0,4,0.2474,97852.78
ID-03551,52,16,30,Urban,0,5,0.1938,143850.92
ID-03552,40,16,18,Urban,3,4,0.1981,109583.71
ID-03553,23,14,3,Urban,5,5,0.2344,81313.89
ID-03554,21,12,3,Urban,5,4,0.1644,69004.52
ID-03555,35,18,11,Urban,3,1,0.1834,104695.81
ID-03556,26,12,8,Suburban,2,1,0.1827,68399.31
ID-03557,46,14,26,Rural,1,1,0.2061,84488.92
ID-03558,30,16,8,Urban,2,4,0.1256,102929.39
ID-03559,64,14,44,Suburban,2,5,0.2221,122052.11
ID-03560,34,16,12,Suburban,1,5,0.2057,81478.57
ID-03561,62,18,38,Urban,0,2,0.1313,143783.01
ID-03562,49,16,27,Urban,4,3,0.2422,128445.11
ID-03563,39,20,13,Urban,1,1,0.2348,114488.53
ID-03564,21,18,0,Rural,4,1,0.1836,61791.6
ID-03565,22,14,2,Rural,0,1,0.1048,45866.68
ID-03566,54,14,34,Urban,1,2,0.1716,133031.0
ID-03567,58,16,36,Urban,3,2,0.0917,131068.73
ID-03568,30,16,8,Suburban,2,2,0.1621,80723.17
ID-03569,51,14,31,Urban,1,1,0.1553,126276.5
ID-03570,62,20,36,Suburban,1,5,0.2086,129102.35
ID-03571,39,16,17,Urban,0,1,0.2391,110401.21
ID-03572,40,14,20,Rural,3,2,0.1649,80586.72
ID-03573,20,16,0,Suburban,1,2,0.1906,71240.09
ID-03574,59,14,39,Urban,3,3,0.2046,153495.8
ID-03575,51,18,27,Suburban,4,4,0.1558,112766.07
ID-03576,49,16,27,Urban,1,3,0.2695,131050.71
ID-03577,62,12,44,Urban,3,3,0.2534,137059.08
ID-03578,38,12,20,Suburban,2,1,0.1326,82231.46
ID-03579,63,18,39,Urban,0,4,0.2354,153519.38
ID-03580,61,16,39,Suburban,5,4,0.2006,126127.77
ID-03581,38,20,12,Urban,3,1,0.2136,109492.14
ID-03582,61,12,43,Suburban,0,5,0.1439,127931.09
ID-03583,28,14,8,Urban,5,1,0.1606,75109.22
ID-03584,56,12,38,Suburban,1,5,0.2237,110275.91
ID-03585,21,16,0,Urban,1,5,0.1166,84435.51
ID-03586,18,14,0,Urban,4,4,0.1809,68090.01
ID-03587,45,12,27,Urban,0,1,0.1783,112053.15
ID-03588,41,16,19,Urban,2,1,0.1932,108212.82
ID-03589,52,16,30,Urban,2,4,0.253,140701.33
ID-03590,30,14,10,Urban,3,3,0.3153,85939.05
ID-03591,64,16,42,Rural,2,1,0.2179,101785.02
ID-03592,51,18,27,Urban,5,2,0.1916,130130.05
ID-03593,28,14,8,Suburban,0,2,0.2746,72333.34
ID-03594,53,14,33,Suburban,1,1,0.2597,106857.39
ID-03595,34,14,14,Urban,0,5,0.2728,106021.19
ID-03596,52,18,28,Suburban,0,4,0.2139,107163.42
ID-03597,35,18,11,Rural,1,5,0.2258,74798.14
ID-03598,57,14,37,Urban,5,2,0.2094,127871.08
ID-03599,39,14,19,Rural,0,2,0.1918,67290.94
ID-03600,41,18,17,Urban,2,4,0.1965,120737.97
ID-03601,36,20,10,Suburban,3,2,0.2068,98500.08
ID-03602,54,16,32,Urban,3,3,0.2077,142395.64
ID-03603,56,20,30,Urban,0,2,0.2754,145170.9
ID-03604,38,16,16,Suburban,5,5,0.2168,76356.52
ID-03605,25,18,1,Urban,1,5,0.1851,95391.03
ID-03606,45,14,25,Urban,4,3,0.2031,105149.33
ID-03607,22,16,0,Urban,5,5,0.1507,84046.53
ID-03608,34,12,16,Suburban,0,5,0.1298,77304.26
ID-03609,54,18,30,Suburban,0,5,0.254,122311.73
ID-03610,53,20,27,Urban,4,1,0.2528,133493.19
ID-03611,36,16,14,Urban,3,3,0.1307,98578.4
ID-03612,44,14,24,Suburban,5,3,0.1397,87301.28
ID-03613,51,12,33,Suburban,3,2,0.236,101585.03
ID-03614,28,14,8,Urban,4,3,0.162,79070.85
ID-03615,62,14,42,Urban,1,4,0.1625,149849.7
ID-03616,64,16,42,Urban,0,3,0.1338,163206.22
ID-03617,29,20,3,Rural,2,4,0.1559,77475.22
ID-03618,38,12,20,Suburban,3,5,0.1945,77017.65
ID-03619,28,12,10,Urban,3,4,0.1639,77023.98
ID-03620,56,16,34,Rural,5,1,0.1397,91206.14
ID-03621,45,14,25,Urban,3,5,0.1656,112738.65
ID-03622,22,18,0,Urban,1,4,0.1998,95013.91
ID-03623,34,14,14,Rural,4,5,0.2632,57208.56
ID-03624,37,14,17,Rural,1,1,0.1893,66842.27
ID-03625,58,14,38,Suburban,3,5,0.2596,121320.56
ID-03626,63,12,45,Urban,5,5,0.249,134320.01
ID-03627,29,16,7,Urban,0,3,0.15,94935.44
ID-03628,23,12,5,Rural,3,2,0.2199,47668.23
ID-03629,34,16,12,Suburban,0,4,0.2402,90832.13
ID-03630,36,16,14,Urban,5,2,0.1618,97695.77
ID-03631,43,12,25,Urban,0,1,0.1939,100379.78
ID-03632,61,12,43,Rural,3,1,0.1827,77298.67
ID-03633,61,16,39,Rural,3,5,0.1481,106146.05
ID-03634,49,16,27,Suburban,0,2,0.2502,110574.29
ID-03635,23,20,0,Suburban,1,4,0.2531,82878.07
ID-03636,53,12,35,Urban,1,4,0.1999,127424.26
ID-03637,55,12,37,Suburban,5,5,0.1783,109326.07
ID-03638,28,12,10,Suburban,1,4,0.2314,76229.34
ID-03639,50,16,28,Urban,2,3,0.2588,118794.11
ID-03640,41,16,19,Rural,0,2,0.1477,67260.48
ID-03641,40,18,16,Rural,2,1,0.197,66050.71
ID-03642,32,16,10,Urban,2,4,0.281,98350.17
ID-03643,44,14,24,Rural,0,4,0.2851,79469.68
ID-03644,28,16,6,Suburban,2,4,0.1318,82862.67
ID-03645,34,20,8,Suburban,5,5,0.1144,77645.82
ID-03646,31,14,11,Rural,5,1,0.1986,51231.21
ID-03647,44,16,22,Urban,0,2,0.2296,119933.32
ID-03648,35,20,9,Suburban,4,4,0.221,94473.05
ID-03649,45,18,21,Urban,4,3,0.2223,121881.66
ID-03650,64,18,40,Suburban,0,5,0.2282,128974.18
ID-03651,64,14,44,Urban,0,2,0.1928,145061.67
ID-03652,21,16,0,Urban,0,4,0.1393,84515.08
ID-03653,24,12,6,Urban,1,2,0.2142,67496.22
ID-03654,62,16,40,Urban,0,5,0.1767,149573.9
ID-03655,52,12,34,Urban,5,3,0.1186,113815.67
ID-03656,26,18,2,Urban,5,4,0.1832,93950.03
ID-03657,25,18,1,Suburban,3,3,0.1893,70628.13
ID-03658,62,16,40,Rural,4,5,0.3082,93463.63
ID-03659,34,12,16,Rural,4,3,0.1857,58372.59
ID-03660,34,12,16,Rural,0,5,0.1177,69203.57
ID-03661,50,18,26,Rural,4,3,0.261,87405.07
ID-03662,49,16,27,Urban,0,2,0.1965,133190.77
ID-03663,25,18,1,Suburban,0,2,0.167,81144.31
ID-03664,36,14,16,Suburban,4,5,0.1278,81250.56
ID-03665,55,16,33,Urban,4,2,0.2305,134593.2
ID-03666,20,18,0,Suburban,3,3,0.1778,79288.69
ID-03667,22,16,0,Urban,2,3,0.176,79426.03
ID-03668,30,16,8,Rural,3,4,0.2269,65040.78
ID-03669,64,18,40,Suburban,3,5,0.2669,127690.74
ID-03670,63,14,43,Rural,4,2,0.229,94232.48
ID-03671,48,12,30,Urban,5,5,0.2249,115589.68
ID-03672,33,16,11,Urban,3,2,0.2003,101056.0
ID-03673,49,12,31,Rural,5,4,0.2826,76162.61
ID-03674,39,18,15,Urban,4,3,0.1437,113877.45
ID-03675,46,18,22,Urban,1,3,0.1417,129345.72
ID-03676,39,18,15,Suburban,0,1,0.1296,90854.66
ID-03677,60,16,38,Rural,2,5,0.2359,97027.57
ID-03678,20,12,2,Urban,5,2,0.1643,67835.28
ID-03679,27,14,7,Urban,1,1,0.1217,93192.38
ID-03680,59,18,35,Suburban,5,5,0.1993,117313.84
ID-03681,38,12,20,Urban,0,2,0.2959,103186.67
ID-03682,33,16,11,Urban,0,4,0.2044,109750.53
ID-03683,29,18,5,Rural,2,5,0.2527,67677.94
ID-03684,19,14,0,Suburban,3,2,0.1038,55284.26
ID-03685,58,14,38,Rural,0,3,0.2226,93017.85
ID-03686,41,16,19,Urban,2,5,0.2166,111803.87
ID-03687,52,18,28,Suburban,5,2,0.2366,107685.96
ID-03688,47,14,27,Rural,5,3,0.1843,79686.87
ID-03689,47,20,21,Suburban,5,3,0.2463,107697.43
ID-03690,64,16,42,Urban,5,1,0.2386,147620.05
ID-03691,52,20,26,Rural,5,2,0.2064,85193.72
ID-03692,36,12,18,Suburban,4,1,0.1646,73545.23
ID-03693,25,12,7,Rural,0,1,0.1007,54585.13
ID-03694,43,18,19,Urban,0,4,0.0972,116425.68
ID-03695,57,18,33,Suburban,3,1,0.1733,110968.37
ID-03696,24,16,2,Rural,3,1,0.1663,52712.07
ID-03697,47,18,23,Suburban,4,4,0.1632,103812.71
ID-03698,24,18,0,Urban,0,4,0.1912,96727.14
ID-03699,20,12,2,Urban,3,5,0.2111,59786.14
ID-03700,18,16,0,Urban,2,1,0.1055,78547.57
ID-03701,53,18,29,Urban,5,3,0.2305,142214.78
ID-03702,42,14,22,Suburban,5,4,0.1907,93035.06
ID-03703,54,14,34,Urban,0,2,0.1178,124091.57
ID-03704,18,18,0,Urban,5,5,0.2134,101657.85
ID-03705,32,14,12,Urban,5,5,0.1352,91585.71
ID-03706,54,12,36,Urban,2,1,0.3325,111909.09
ID-03707,30,20,4,Suburban,1,3,0.2384,91460.24
ID-03708,57,16,35,Suburban,4,4,0.1999,112758.91
ID-03709,25,18,1,Rural,3,2,0.1749,68555.58
ID-03710,22,18,0,Urban,1,1,0.1024,91208.25
ID-03711,26,12,8,Suburban,3,3,0.2638,76455.45
ID-03712,18,12,0,Urban,1,1,0.1255,59293.12
ID-03713,53,14,33,Urban,5,1,0.2051,130229.94
ID-03714,52,14,32,Suburban,3,5,0.1699,104133.83
ID-03715,19,16,0,Rural,4,2,0.1921,54037.82
ID-03716,57,16,35,Urban,0,2,0.206,141982.02
ID-03717,40,16,18,Urban,2,2,0.1587,117576.24
ID-03718,26,14,6,Suburban,1,2,0.1992,73849.43
ID-03719,51,14,31,Suburban,2,4,0.2762,104075.63
ID-03720,63,16,41,Urban,2,4,0.2154,157603.26
ID-03721,31,16,9,Suburban,3,2,0.0715,78340.13
ID-03722,21,12,3,Rural,0,3,0.1898,52427.8
ID-03723,47,16,25,Urban,3,4,0.1232,125798.28
ID-03724,48,12,30,Urban,2,4,0.1295,117254.37
ID-03725,55,14,35,Urban,5,3,0.1313,123461.94
ID-03726,28,18,4,Suburban,4,2,0.2133,78416.81
ID-03727,52,12,34,Urban,0,1,0.1294,119264.92
ID-03728,25,16,3,Rural,0,4,0.2244,54009.39
ID-03729,20,14,0,Suburban,5,1,0.2105,61152.32
ID-03730,31,12,13,Urban,2,1,0.1379,82285.68
ID-03731,30,12,12,Urban,3,3,0.204,76653.78
ID-03732,62,20,36,Suburban,5,2,0.2709,127811.19
ID-03733,49,16,27,Urban,4,1,0.1699,121639.92
ID-03734,51,20,25,Rural,1,2,0.2626,92171.26
ID-03735,62,16,40,Urban,3,5,0.2204,150645.49
ID-03736,36,16,14,Urban,0,2,0.1515,100809.96
ID-03737,55,14,35,Suburban,5,3,0.2463,106403.43
ID-03738,33,14,13,Urban,3,3,0.1467,100236.31
ID-03739,19,14,0,Suburban,1,5,0.2383,69274.85
ID-03740,57,14,37,Urban,4,3,0.1494,132632.44
ID-03741,34,16,12,Suburban,5,2,0.2495,84325.86
ID-03742,51,12,33,Suburban,4,2,0.2119,99265.2
ID-03743,59,14,39,Suburban,1,2,0.2446,114351.31
ID-03744,33,14,13,Suburban,1,3,0.1633,87033.28
ID-03745,55,16,33,Urban,2,2,0.2246,131365.73
ID-03746,19,16,0,Urban,0,4,0.0425,86732.65
ID-03747,19,18,0,Urban,2,5,0.1799,84082.94
ID-03748,43,14,23,Urban,3,4,0.1273,115082.54
ID-03749,30,12,12,Rural,1,2,0.2174,54139.79
ID-03750,64,14,44,Urban,2,3,0.1873,146171.44
ID-03751,48,18,24,Suburban,0,5,0.1708,110744.23
ID-03752,51,12,33,Urban,0,4,0.1428,114187.42
ID-03753,56,16,34,Suburban,1,2,0.2152,107329.52
ID-03754,20,16,0,Suburban,5,3,0.1276,69950.6
ID-03755,25,12,7,Urban,2,2,0.1724,77322.97
ID-03756,40,14,20,Suburban,4,4,0.1737,96691.81
ID-03757,31,14,11,Urban,1,4,0.1298,88200.43
ID-03758,44,18,20,Urban,3,5,0.1746,129295.99
ID-03759,46,16,24,Suburban,2,3,0.1665,104103.45
ID-03760,56,16,34,Urban,2,1,0.2545,141902.56
ID-03761,56,16,34,Suburban,1,2,0.2628,114862.09
ID-03762,18,16,0,Urban,5,3,0.102,79533.19
ID-03763,34,16,12,Suburban,2,1,0.1937,78212.54
ID-03764,58,12,40,Urban,2,3,0.194,132327.01
ID-03765,47,14,27,Suburban,3,2,0.153,95143.23
ID-03766,30,12,12,Rural,5,2,0.1873,48252.52
ID-03767,38,16,16,Urban,3,5,0.2115,111320.82
ID-03768,36,12,18,Urban,4,4,0.0529,100949.62
ID-03769,36,16,14,Rural,3,4,0.2362,76459.58
ID-03770,42,14,22,Urban,4,4,0.2275,106586.94
ID-03771,39,20,13,Suburban,3,5,0.1877,100617.95
ID-03772,48,14,28,Rural,4,4,0.1541,79806.9
ID-03773,34,14,14,Suburban,5,3,0.2085,86373.0
ID-03774,40,20,14,Urban,3,4,0.1573,130131.47
ID-03775,49,16,27,Urban,3,4,0.2625,121155.61
ID-03776,27,20,1,Urban,1,2,0.2219,100832.41
ID-03777,27,12,9,Urban,3,5,0.178,86175.61
ID-03778,53,14,33,Urban,4,5,0.1627,129557.48
ID-03779,25,16,3,Suburban,1,4,0.1998,68085.39
ID-03780,37,18,13,Urban,4,1,0.2266,110087.15
ID-03781,49,14,29,Rural,3,2,0.1823,86401.22
ID-03782,31,20,5,Rural,3,4,0.2016,67985.1
ID-03783,45,16,23,Rural,4,1,0.171,83101.95
ID-03784,63,18,39,Urban,5,3,0.1259,152180.17
ID-03785,41,14,21,Suburban,5,2,0.1079,94709.69
ID-03786,32,14,12,Urban,5,5,0.1898,101419.71
ID-03787,39,20,13,Urban,2,1,0.2652,116042.22
ID-03788,47,20,21,Suburban,1,4,0.1486,114486.81
ID-03789,21,16,0,Rural,1,1,0.1308,49767.91
ID-03790,30,12,12,Urban,5,5,0.195,78522.37
ID-03791,40,12,22,Urban,3,3,0.1918,103733.65
ID-03792,25,16,3,Urban,1,1,0.1893,77628.55
ID-03793,35,12,17,Suburban,4,4,0.2109,89265.4
ID-03794,29,14,9,Rural,3,1,0.1781,62652.44
ID-03795,48,14,28,Urban,1,3,0.2048,121402.14
ID-03796,31,18,7,Urban,0,1,0.1247,113656.48
ID-03797,51,12,33,Rural,1,3,0.1801,78768.33
ID-03798,35,16,13,Urban,5,3,0.2481,98837.79
ID-03799,51,16,29,Suburban,4,2,0.2246,103977.34
ID-03800,28,16,6,Urban,1,2,0.192,91120.05
ID-03801,58,16,36,Urban,2,4,0.1644,142209.85
ID-03802,29,14,9,Suburban,5,4,0.1388,75482.81
ID-03803,32,16,10,Suburban,2,4,0.1283,78406.15
ID-03804,48,18,24,Urban,3,3,0.1062,129519.59
ID-03805,46,16,24,Urban,2,3,0.1825,119447.34
ID-03806,43,20,17,Urban,4,2,0.1735,122713.38
ID-03807,35,18,11,Suburban,0,3,0.1942,86185.43
ID-03808,49,18,25,Rural,0,2,0.2508,83677.4
ID-03809,39,12,21,Rural,3,1,0.1577,75905.87
ID-03810,55,16,33,Urban,3,4,0.2675,133154.0
ID-03811,34,16,12,Rural,2,4,0.2097,71577.34
ID-03812,40,14,20,Urban,4,5,0.2611,106035.96
ID-03813,41,16,19,Urban,2,2,0.134,107233.3
ID-03814,25,14,5,Suburban,4,5,0.2336,69920.53
ID-03815,58,16,36,Urban,4,4,0.1743,137495.47
ID-03816,23,16,1,Urban,0,5,0.1332,90910.0
ID-03817,22,16,0,Urban,4,1,0.169,76416.29
ID-03818,61,20,35,Suburban,1,5,0.1686,139880.4
ID-03819,46,14,26,Suburban,4,1,0.2175,87671.99
ID-03820,45,14,25,Urban,0,4,0.2371,120900.48
ID-03821,28,14,8,Rural,5,3,0.2027,58331.67
ID-03822,18,18,0,Suburban,2,2,0.1652,68417.09
ID-03823,60,16,38,Suburban,4,5,0.269,118879.89
ID-03824,36,16,14,Urban,1,1,0.2074,96322.73
ID-03825,26,12,8,Urban,3,4,0.1687,72599.78
ID-03826,44,16,22,Urban,2,4,0.1876,119647.1
ID-03827,51,14,31,Suburban,3,3,0.1568,108434.22
ID-03828,61,18,37,Suburban,1,4,0.1628,127741.97
ID-03829,21,18,0,Rural,0,4,0.1483,61470.92
ID-03830,53,18,29,Urban,5,3,0.1504,128868.37
ID-03831,35,18,11,Urban,0,4,0.1275,100851.92
ID-03832,32,16,10,Urban,5,1,0.1362,94590.26
ID-03833,30,18,6,Urban,2,5,0.2337,99176.56
ID-03834,36,16,14,Suburban,4,5,0.1456,79595.48
ID-03835,23,16,1,Rural,4,1,0.2142,49759.81
ID-03836,29,14,9,Suburban,3,5,0.147,77246.71
ID-03837,54,12,36,Suburban,0,4,0.2135,110612.88
ID-03838,34,16,12,Suburban,4,5,0.1433,86794.46
ID-03839,40,16,18,Urban,5,5,0.1998,108602.34
ID-03840,43,14,23,Rural,4,4,0.3069,77852.16
ID-03841,46,18,22,Suburban,0,5,0.1611,109297.83
ID-03842,50,12,32,Urban,0,4,0.1853,119218.79
ID-03843,44,14,24,Suburban,1,3,0.1346,90614.46
ID-03844,42,18,18,Suburban,3,3,0.247,99981.47
ID-03845,27,16,5,Urban,0,5,0.24,99384.84
ID-03846,64,18,40,Urban,1,3,0.1674,160648.35
ID-03847,40,16,18,Urban,0,5,0.1821,117696.11
ID-03848,38,20,12,Urban,2,3,0.209,120526.93
ID-03849,38,16,16,Urban,5,5,0.1914,120577.2
ID-03850,60,12,42,Suburban,5,2,0.1637,112039.18
ID-03851,30,14,10,Urban,2,1,0.1317,88867.12
ID-03852,54,12,36,Suburban,2,3,0.1424,108523.02
ID-03853,50,20,24,Rural,0,4,0.2512,97671.58
ID-03854,41,12,23,Suburban,4,1,0.2242,76920.58
ID-03855,61,14,41,Suburban,4,5,0.2944,120885.61
ID-03856,28,14,8,Rural,2,1,0.1276,61499.34
ID-03857,34,18,10,Suburban,3,4,0.199,97728.22
ID-03858,21,14,1,Urban,5,4,0.1778,74500.94
ID-03859,64,20,38,Urban,1,5,0.2326,162608.64
ID-03860,42,12,24,Suburban,2,3,0.2225,89824.84
ID-03861,47,12,29,Suburban,5,3,0.3569,90380.42
ID-03862,26,14,6,Rural,1,2,0.3339,63686.44
ID-03863,38,18,14,Suburban,1,4,0.206,98604.35
ID-03864,37,18,13,Rural,2,2,0.2677,73017.09
ID-03865,36,12,18,Urban,4,4,0.1429,101807.88
ID-03866,36,12,18,Suburban,3,2,0.181,72832.9
ID-03867,29,18,5,Rural,5,3,0.1391,53000.15
ID-03868,54,12,36,Urban,2,4,0.2166,130508.56
ID-03869,59,12,41,Urban,1,3,0.2353,141689.88
ID-03870,34,12,16,Urban,5,1,0.299,86888.48
ID-03871,54,12,36,Suburban,0,3,0.1574,104004.42
ID-03872,56,14,36,Urban,0,4,0.2723,133215.99
ID-03873,45,12,27,Suburban,5,1,0.1743,82227.62
ID-03874,58,14,38,Urban,5,2,0.1801,137005.86
ID-03875,52,18,28,Urban,1,5,0.1902,144489.79
ID-03876,64,14,44,Rural,2,4,0.313,104270.46
ID-03877,35,18,11,Urban,4,5,0.0869,108996.35
ID-03878,31,12,13,Urban,2,5,0.2036,85419.64
ID-03879,52,16,30,Urban,3,1,0.2583,124825.46
ID-03880,61,14,41,Suburban,5,2,0.1626,118593.21
ID-03881,58,18,34,Urban,0,3,0.2347,143373.48
ID-03882,24,12,6,Suburban,1,1,0.1378,61690.81
ID-03883,58,18,34,Rural,4,2,0.3061,90432.58
